court,date,count
mogilevskaja,2019-04-15,200
minsk,2017-01-04,197
minsk,2017-01-05,178
minsk,2017-01-03,163
minsk,2017-04-18,159
minsk,2017-03-28,150
minsk,2017-03-29,146
minsk,2017-09-29,137
minsk,2017-05-05,135
minsk,2017-12-05,135
minsk,2017-04-05,134
minsk,2018-12-10,134
minsk,2017-03-16,133
minsk,2018-01-03,132
minsk,2017-01-31,131
minsk,2017-03-03,131
minsk,2017-03-06,131
minsk,2018-01-04,130
minsk,2017-04-21,129
minsk,2017-05-12,129
minsk,2017-06-26,129
minsk,2017-02-17,128
minsk,2019-06-17,126
minsk,2019-03-22,125
minsk,2017-02-24,124
minsk,2017-03-27,124
mogilevskaja,2018-02-12,124
minsk,2017-01-17,123
minsk,2017-04-06,123
mogilevskaja,2018-03-26,123
minsk,2017-03-14,121
minsk,2017-05-26,121
minsk,2017-12-29,121
minsk,2018-11-30,121
minsk,2017-03-20,120
minsk,2017-05-02,120
minsk,2020-05-28,120
minsk,2017-02-09,119
mogilevskaja,2019-04-01,119
minsk,2017-02-20,118
minsk,2017-04-03,118
minsk,2017-04-10,118
minsk,2017-05-15,118
minsk,2017-12-04,118
minsk,2019-03-26,118
mogilevskaja,2020-05-18,118
minsk,2017-04-26,117
minsk,2017-08-11,117
minsk,2020-05-26,117
mogilevskaja,2018-06-18,117
minsk,2017-02-10,116
minsk,2017-04-07,116
minsk,2017-04-17,116
minsk,2017-06-05,116
minsk,2017-08-31,114
minsk,2017-11-27,114
minsk,2017-12-20,114
mogilevskaja,2019-07-01,114
minsk,2019-08-26,113
mogilevskaja,2019-04-29,113
minsk,2017-03-13,112
minsk,2017-06-22,112
minsk,2017-06-28,112
minsk,2017-03-31,111
minsk,2017-06-12,111
minsk,2020-02-13,111
minsk,2017-03-02,110
minsk,2017-05-17,110
minsk,2017-11-08,110
minsk,2018-04-02,110
minsk,2019-06-24,110
minsk,2020-05-22,110
minsk,2020-05-25,110
mogilevskaja,2018-01-03,110
mogilevskaja,2018-06-11,110
mogilevskaja,2019-05-20,110
mogilevskaja,2019-10-21,110
minsk,2017-02-13,109
minsk,2017-10-09,109
minsk,2017-12-26,109
minsk,2018-04-03,109
mogilevskaja,2018-12-28,109
mogilevskaja,2019-12-30,109
minsk,2017-01-30,108
minsk,2017-02-27,108
minsk,2017-06-07,108
minsk,2017-11-28,108
minsk,2017-01-18,107
minsk,2017-02-22,107
minsk,2017-11-13,107
minsk,2020-05-29,107
minsk,2017-02-21,106
minsk,2017-09-01,106
minsk,2017-11-16,106
minsk,2017-11-30,106
minsk,2018-02-02,106
minsk,2018-06-26,106
minsk,2018-12-28,106
minsk,2019-03-11,106
minsk,2017-03-22,105
minsk,2017-10-13,105
minsk,2017-12-28,105
minsk,2018-02-23,105
minsk,2019-06-03,105
minsk,2019-08-05,105
minsk,2019-12-09,105
minsk,2020-05-27,105
mogilevskaja,2018-07-04,105
minsk,2017-03-17,104
minsk,2017-04-11,104
minsk,2017-10-27,104
minsk,2018-09-17,104
minsk,2020-03-12,104
minsk,2020-03-16,104
mogilevskaja,2019-02-25,104
minsk,2017-02-16,103
minsk,2017-02-28,103
minsk,2017-03-09,103
minsk,2017-07-17,103
minsk,2017-11-23,103
minsk,2017-12-06,103
minsk,2018-11-15,103
minsk,2019-12-16,103
minsk,2017-03-30,102
minsk,2017-05-10,102
minsk,2017-10-26,102
minsk,2018-10-15,102
minsk,2018-12-03,102
minsk,2019-06-21,102
mogilevskaja,2018-02-26,102
mogilevskaja,2018-08-20,102
mogilevskaja,2019-11-11,102
minsk,2017-06-29,101
minsk,2017-06-30,101
minsk,2017-11-17,101
minsk,2018-12-14,101
minsk,2018-12-29,101
minsk,2019-08-12,101
minsk,2017-01-26,100
minsk,2017-02-23,100
minsk,2017-11-20,100
minsk,2017-12-15,100
minsk,2018-03-12,100
minsk,2018-11-27,100
minsk,2019-12-05,100
minsk,2020-01-03,100
minsk,2020-02-17,100
mogilevskaja,2019-01-16,100
mogilevskaja,2019-12-09,100
mogilevskaja,2020-02-17,100
minsk,2017-02-15,99
minsk,2017-03-01,99
minsk,2017-03-10,99
minsk,2017-03-15,99
minsk,2017-03-23,99
minsk,2017-04-20,99
minsk,2017-04-28,99
minsk,2017-08-22,99
minsk,2017-12-08,99
minsk,2018-04-11,99
minsk,2019-09-30,99
minsk,2019-12-31,99
mogilevskaja,2018-09-17,99
mogilevskaja,2018-10-18,99
mogilevskaja,2019-05-17,99
mogilevskaja,2019-06-03,99
minsk,2017-05-04,98
minsk,2017-05-16,98
minsk,2017-08-15,98
minsk,2018-03-05,98
minsk,2018-03-23,98
minsk,2018-09-10,98
minsk,2019-03-25,98
minsk,2019-09-27,98
minsk,2019-12-27,98
minsk,2020-04-06,98
mogilevskaja,2018-02-05,98
mogilevskaja,2019-01-28,98
minsk,2017-07-11,97
minsk,2017-08-07,97
minsk,2018-05-17,97
minsk,2018-11-28,97
minsk,2017-05-19,96
minsk,2017-06-01,96
minsk,2018-06-15,96
minsk,2017-02-08,95
minsk,2017-02-14,95
minsk,2017-08-04,95
minsk,2017-09-20,95
minsk,2017-10-16,95
minsk,2018-04-05,95
minsk,2018-04-09,95
minsk,2018-10-01,95
minsk,2018-11-22,95
minsk,2019-05-10,95
minsk,2019-07-15,95
minsk,2019-09-16,95
minsk,2020-02-03,95
minsk,2020-03-09,95
minsk,2020-05-18,95
mogilevskaja,2018-04-02,95
mogilevskaja,2018-07-20,95
mogilevskaja,2018-09-03,95
mogilevskaja,2020-03-30,95
minsk,2017-01-25,94
minsk,2017-03-21,94
minsk,2017-04-04,94
minsk,2017-05-06,94
minsk,2017-05-22,94
minsk,2017-07-04,94
minsk,2017-08-18,94
minsk,2017-11-03,94
minsk,2017-12-18,94
minsk,2018-03-30,94
minsk,2018-06-13,94
minsk,2018-09-13,94
minsk,2018-11-12,94
minsk,2019-07-01,94
minsk,2019-12-30,94
mogilevskaja,2018-05-11,94
mogilevskaja,2018-11-12,94
minsk,2017-01-12,93
minsk,2017-02-06,93
minsk,2017-04-29,93
minsk,2017-06-16,93
minsk,2017-08-25,93
minsk,2018-03-22,93
minsk,2019-03-12,93
minsk,2019-06-13,93
minsk,2019-08-02,93
minsk,2020-05-13,93
minsk,2020-06-01,93
minsk,2017-10-02,92
minsk,2017-10-05,92
minsk,2018-05-14,92
minsk,2018-05-23,92
minsk,2019-06-04,92
minsk,2019-07-22,92
minsk,2019-10-21,92
mogilevskaja,2018-04-23,92
minsk,2017-03-07,91
minsk,2017-06-19,91
minsk,2017-07-14,91
minsk,2017-08-09,91
minsk,2018-01-29,91
minsk,2018-02-01,91
minsk,2018-02-12,91
minsk,2018-07-20,91
minsk,2018-08-09,91
minsk,2018-12-21,91
minsk,2019-04-16,91
minsk,2019-04-29,91
minsk,2019-05-27,91
minsk,2019-07-08,91
minsk,2019-09-06,91
minsk,2019-09-09,91
minsk,2019-10-02,91
minsk,2019-12-13,91
minsk,2020-05-14,91
minsk,2020-05-20,91
mogilevskaja,2019-04-22,91
minsk,2017-07-12,90
minsk,2017-08-08,90
minsk,2017-11-22,90
minsk,2017-12-11,90
minsk,2019-03-29,90
minsk,2019-05-20,90
minsk,2019-11-11,90
minsk,2019-11-25,90
minsk,2019-12-26,90
minsk,2020-04-03,90
minsk,2020-04-13,90
minsk,2020-05-21,90
minsk,2017-05-11,89
minsk,2017-06-09,89
minsk,2017-07-19,89
minsk,2017-07-24,89
minsk,2017-09-18,89
minsk,2017-10-30,89
minsk,2017-12-27,89
minsk,2018-05-25,89
minsk,2018-06-07,89
minsk,2019-11-15,89
minsk,2020-03-23,89
minsk,2020-04-20,89
minskaja,2019-12-12,89
mogilevskaja,2019-05-10,89
minsk,2017-01-21,88
minsk,2017-01-23,88
minsk,2018-01-18,88
minsk,2018-03-26,88
minsk,2018-05-24,88
minsk,2018-09-21,88
minsk,2018-12-17,88
minsk,2019-04-22,88
minsk,2019-06-10,88
minsk,2019-10-14,88
minsk,2020-01-20,88
minsk,2020-03-04,88
minsk,2020-04-29,88
minsk,2018-02-16,87
minsk,2019-03-14,87
minsk,2019-03-21,87
minsk,2017-02-07,86
minsk,2017-03-24,86
minsk,2017-06-23,86
minsk,2017-08-14,86
minsk,2017-08-28,86
minsk,2017-09-11,86
minsk,2018-04-23,86
minsk,2018-09-20,86
minsk,2018-09-25,86
minsk,2018-11-19,86
minsk,2018-11-26,86
minsk,2020-04-08,86
minsk,2017-06-20,85
minsk,2017-09-08,85
minsk,2018-03-19,85
minsk,2018-03-28,85
minsk,2018-06-04,85
minsk,2018-06-19,85
minsk,2018-11-23,85
minsk,2018-12-12,85
minsk,2019-03-04,85
minsk,2019-04-01,85
minsk,2019-06-14,85
minsk,2019-09-23,85
minsk,2019-10-07,85
minsk,2019-11-22,85
minsk,2019-12-23,85
minsk,2020-01-27,85
minsk,2020-02-10,85
minsk,2020-03-02,85
minsk,2020-05-11,85
mogilevskaja,2018-03-12,85
mogilevskaja,2018-05-24,85
mogilevskaja,2018-09-24,85
mogilevskaja,2019-03-04,85
minsk,2017-04-12,84
minsk,2017-04-13,84
minsk,2017-04-14,84
minsk,2017-07-18,84
minsk,2017-11-21,84
minsk,2017-12-19,84
minsk,2017-12-21,84
minsk,2018-07-04,84
minsk,2018-09-06,84
minsk,2018-09-24,84
minsk,2018-12-13,84
minsk,2019-08-30,84
minsk,2019-11-05,84
minsk,2020-02-20,84
mogilevskaja,2018-12-03,84
mogilevskaja,2019-02-01,84
gomelskaja,2020-05-11,83
minsk,2017-01-16,83
minsk,2017-02-02,83
minsk,2017-02-03,83
minsk,2017-05-29,83
minsk,2017-06-14,83
minsk,2017-09-14,83
minsk,2018-02-08,83
minsk,2018-10-08,83
minsk,2018-10-30,83
minsk,2019-04-15,83
minsk,2019-07-19,83
minsk,2019-07-29,83
minsk,2019-10-28,83
minsk,2020-03-30,83
minsk,2020-04-09,83
minskaja,2019-12-24,83
mogilevskaja,2018-01-15,83
mogilevskaja,2018-08-27,83
mogilevskaja,2018-11-23,83
minsk,2017-05-30,82
minsk,2017-11-01,82
minsk,2018-02-09,82
minsk,2018-04-10,82
minsk,2018-04-19,82
minsk,2018-06-21,82
minsk,2019-02-15,82
minsk,2019-05-24,82
minsk,2019-08-09,82
mogilevskaja,2018-03-19,82
mogilevskaja,2019-01-25,82
mogilevskaja,2020-05-04,82
minsk,2017-06-08,81
minsk,2017-09-15,81
minsk,2017-09-25,81
minsk,2017-10-20,81
minsk,2017-11-02,81
minsk,2018-09-27,81
minsk,2019-01-02,81
minsk,2019-05-17,81
minsk,2019-09-02,81
minsk,2019-12-02,81
minsk,2019-12-19,81
minsk,2020-02-21,81
minsk,2020-02-27,81
minsk,2020-05-15,81
minskaja,2019-04-08,81
mogilevskaja,2020-03-09,81
minsk,2018-01-15,80
minsk,2018-02-05,80
minsk,2018-02-19,80
minsk,2018-05-04,80
minsk,2018-08-30,80
minsk,2018-09-03,80
minsk,2018-09-28,80
minsk,2018-11-29,80
minsk,2018-12-22,80
minsk,2019-01-28,80
minsk,2019-11-16,80
minsk,2019-12-06,80
minsk,2020-02-07,80
mogilevskaja,2018-09-20,80
mogilevskaja,2019-02-18,80
mogilevskaja,2019-03-01,80
mogilevskaja,2019-09-23,80
minsk,2017-06-27,79
minsk,2017-10-04,79
minsk,2017-11-24,79
minsk,2017-12-01,79
minsk,2018-04-28,79
minsk,2018-06-01,79
minsk,2018-08-15,79
minsk,2018-10-25,79
minsk,2019-01-21,79
minsk,2019-01-29,79
minsk,2019-02-18,79
minsk,2019-04-08,79
minsk,2019-05-11,79
minsk,2019-05-22,79
minsk,2019-06-20,79
minsk,2019-07-12,79
minsk,2019-11-04,79
minsk,2020-03-03,79
minsk,2020-05-19,79
minskaja,2017-05-30,79
minskaja,2019-01-04,79
mogilevskaja,2018-07-16,79
mogilevskaja,2018-10-15,79
mogilevskaja,2020-02-03,79
minsk,2017-01-27,78
minsk,2017-09-13,78
minsk,2017-11-15,78
minsk,2018-11-01,78
minsk,2019-03-18,78
minsk,2020-01-31,78
minskaja,2017-07-25,78
mogilevskaja,2019-06-10,78
mogilevskaja,2020-02-13,78
mogilevskaja,2020-02-21,78
mogilevskaja,2020-04-13,78
mogilevskaja,2020-05-29,78
minsk,2017-06-15,77
minsk,2017-07-13,77
minsk,2017-08-10,77
minsk,2017-10-23,77
minsk,2018-03-13,77
minsk,2018-05-11,77
minsk,2018-05-18,77
minsk,2018-06-20,77
minsk,2018-07-27,77
minsk,2018-08-10,77
minsk,2018-10-17,77
minsk,2019-02-26,77
minsk,2019-06-19,77
minsk,2019-07-26,77
minsk,2019-08-19,77
minsk,2019-11-14,77
minsk,2019-12-20,77
minsk,2020-02-24,77
minsk,2020-04-30,77
minskaja,2017-12-13,77
minskaja,2019-11-22,77
mogilevskaja,2018-08-02,77
mogilevskaja,2018-10-01,77
minsk,2017-05-24,76
minsk,2017-07-26,76
minsk,2017-08-23,76
minsk,2017-08-30,76
minsk,2017-10-17,76
minsk,2017-11-10,76
minsk,2017-12-07,76
minsk,2017-12-22,76
minsk,2018-02-07,76
minsk,2018-02-13,76
minsk,2018-02-14,76
minsk,2018-02-15,76
minsk,2018-05-03,76
minsk,2018-05-31,76
minsk,2018-06-25,76
minsk,2018-07-16,76
minsk,2018-12-26,76
minsk,2019-02-19,76
minsk,2020-01-23,76
minsk,2020-02-12,76
minsk,2020-05-07,76
minskaja,2017-12-08,76
mogilevskaja,2018-12-19,76
mogilevskaja,2019-02-11,76
mogilevskaja,2019-09-30,76
minsk,2017-07-21,75
minsk,2017-07-28,75
minsk,2017-11-14,75
minsk,2018-03-01,75
minsk,2018-04-27,75
minsk,2018-10-04,75
minsk,2018-10-29,75
minsk,2019-02-01,75
minsk,2019-04-05,75
minsk,2019-04-30,75
minsk,2019-08-23,75
minsk,2019-10-10,75
minsk,2019-10-17,75
minsk,2020-06-05,75
mogilevskaja,2018-05-21,75
mogilevskaja,2018-12-10,75
mogilevskaja,2019-04-16,75
gomelskaja,2020-05-08,74
minsk,2017-01-20,74
minsk,2017-07-10,74
minsk,2017-08-24,74
minsk,2017-09-04,74
minsk,2017-09-21,74
minsk,2017-09-22,74
minsk,2017-11-09,74
minsk,2018-06-05,74
minsk,2018-08-13,74
minsk,2019-02-13,74
minsk,2019-04-10,74
minsk,2019-05-21,74
mogilevskaja,2018-10-08,74
mogilevskaja,2018-10-19,74
mogilevskaja,2019-01-02,74
mogilevskaja,2020-04-29,74
mogilevskaja,2020-05-14,74
minsk,2017-04-19,73
minsk,2017-06-13,73
minsk,2017-07-27,73
minsk,2017-10-25,73
minsk,2018-02-28,73
minsk,2018-05-30,73
minsk,2019-01-31,73
minsk,2019-05-02,73
minsk,2019-05-23,73
minsk,2019-08-08,73
minsk,2019-08-22,73
minsk,2019-11-29,73
minskaja,2019-06-14,73
mogilevskaja,2019-02-08,73
mogilevskaja,2019-04-08,73
mogilevskaja,2019-12-23,73
mogilevskaja,2020-02-10,73
mogilevskaja,2020-04-24,73
minsk,2017-01-13,72
minsk,2017-06-02,72
minsk,2017-09-05,72
minsk,2018-03-07,72
minsk,2018-04-13,72
minsk,2018-04-18,72
minsk,2019-09-17,72
minsk,2019-09-26,72
mogilevskaja,2018-12-29,72
mogilevskaja,2019-03-11,72
minsk,2017-07-05,71
minsk,2017-07-31,71
minsk,2017-08-17,71
minsk,2017-09-06,71
minsk,2018-03-14,71
minsk,2018-03-16,71
minsk,2018-03-29,71
minsk,2018-05-21,71
minsk,2018-05-28,71
minsk,2018-07-12,71
minsk,2018-09-19,71
minsk,2018-12-20,71
minsk,2019-02-25,71
minsk,2019-02-28,71
minsk,2019-04-09,71
minsk,2019-05-13,71
minsk,2019-09-13,71
minsk,2020-03-20,71
minsk,2020-03-26,71
minsk,2020-06-08,71
minskaja,2017-10-06,71
mogilevskaja,2018-11-05,71
mogilevskaja,2019-02-27,71
mogilevskaja,2019-04-03,71
mogilevskaja,2019-05-27,71
mogilevskaja,2019-06-12,71
mogilevskaja,2019-10-07,71
mogilevskaja,2020-01-03,71
minsk,2017-07-07,70
minsk,2017-08-03,70
minsk,2017-10-12,70
minsk,2017-12-14,70
minsk,2018-01-22,70
minsk,2018-05-22,70
minsk,2018-06-28,70
minsk,2018-07-06,70
minsk,2018-07-31,70
minsk,2019-01-22,70
minsk,2019-02-07,70
minsk,2019-04-02,70
minsk,2019-04-04,70
minsk,2019-06-05,70
minsk,2019-06-06,70
minsk,2019-09-24,70
minsk,2019-11-20,70
minsk,2020-01-15,70
minsk,2020-04-16,70
minsk,2020-04-22,70
minskaja,2017-12-20,70
mogilevskaja,2018-02-07,70
mogilevskaja,2018-05-23,70
mogilevskaja,2018-07-18,70
mogilevskaja,2018-07-23,70
mogilevskaja,2018-12-06,70
mogilevskaja,2019-03-22,70
mogilevskaja,2019-03-29,70
mogilevskaja,2019-05-14,70
mogilevskaja,2020-05-20,70
gomelskaja,2019-12-30,69
minsk,2017-05-18,69
minsk,2017-10-06,69
minsk,2017-10-31,69
minsk,2017-11-04,69
minsk,2017-12-12,69
minsk,2017-12-13,69
minsk,2018-03-15,69
minsk,2018-08-06,69
minsk,2018-11-06,69
minsk,2018-12-27,69
minsk,2019-10-04,69
minsk,2019-10-23,69
minsk,2019-12-17,69
minsk,2020-04-02,69
minsk,2020-06-03,69
minskaja,2017-08-01,69
mogilevskaja,2018-03-29,69
mogilevskaja,2018-06-01,69
mogilevskaja,2018-10-26,69
mogilevskaja,2018-12-13,69
mogilevskaja,2019-04-02,69
mogilevskaja,2019-11-14,69
gomelskaja,2020-05-04,68
minsk,2017-10-11,68
minsk,2017-10-19,68
minsk,2018-04-12,68
minsk,2018-06-18,68
minsk,2019-01-18,68
minsk,2019-01-30,68
minsk,2019-02-04,68
minsk,2019-02-20,68
minsk,2019-10-31,68
minsk,2019-11-18,68
minsk,2020-03-06,68
minsk,2020-06-10,68
minskaja,2017-12-19,68
minskaja,2018-09-19,68
mogilevskaja,2018-02-23,68
mogilevskaja,2018-03-16,68
mogilevskaja,2018-05-25,68
mogilevskaja,2018-07-31,68
mogilevskaja,2018-09-26,68
mogilevskaja,2018-11-15,68
mogilevskaja,2019-09-11,68
minsk,2018-01-25,67
minsk,2018-02-21,67
minsk,2018-02-22,67
minsk,2018-03-27,67
minsk,2018-04-04,67
minsk,2018-04-06,67
minsk,2018-04-14,67
minsk,2018-07-23,67
minsk,2018-08-14,67
minsk,2018-08-27,67
minsk,2018-10-31,67
minsk,2018-11-05,67
minsk,2019-01-24,67
minsk,2019-04-19,67
minsk,2019-11-27,67
minsk,2020-01-28,67
minsk,2020-03-13,67
minsk,2020-05-12,67
minskaja,2017-05-12,67
mogilevskaja,2018-11-19,67
mogilevskaja,2020-03-20,67
mogilevskaja,2020-05-08,67
gomelskaja,2020-02-10,66
minsk,2018-01-11,66
minsk,2018-04-20,66
minsk,2018-06-06,66
minsk,2018-07-09,66
minsk,2018-08-20,66
minsk,2019-10-03,66
minsk,2019-11-06,66
minsk,2019-12-04,66
minskaja,2018-09-05,66
minskaja,2019-03-29,66
mogilevskaja,2018-02-01,66
mogilevskaja,2018-02-14,66
mogilevskaja,2018-05-14,66
mogilevskaja,2018-11-21,66
mogilevskaja,2019-02-06,66
minsk,2017-02-01,65
minsk,2017-04-27,65
minsk,2017-08-21,65
minsk,2018-01-16,65
minsk,2018-03-06,65
minsk,2018-04-24,65
minsk,2018-10-18,65
minsk,2019-01-17,65
minsk,2019-01-25,65
minsk,2019-03-27,65
minsk,2019-06-28,65
minsk,2020-03-05,65
minsk,2020-05-05,65
minsk,2020-06-04,65
minskaja,2019-12-13,65
mogilevskaja,2018-03-05,65
mogilevskaja,2018-08-13,65
mogilevskaja,2019-02-20,65
mogilevskaja,2019-09-09,65
mogilevskaja,2019-11-29,65
mogilevskaja,2019-12-26,65
mogilevskaja,2020-01-22,65
mogilevskaja,2020-03-16,65
mogilevskaja,2020-04-20,65
minsk,2017-05-31,64
minsk,2018-06-11,64
minsk,2018-07-17,64
minsk,2018-10-22,64
minsk,2019-02-21,64
minsk,2019-02-27,64
minsk,2019-04-11,64
minsk,2019-08-16,64
minsk,2019-09-04,64
minsk,2019-10-25,64
minsk,2019-11-21,64
minsk,2019-12-12,64
minsk,2020-01-29,64
minsk,2020-02-25,64
minskaja,2019-06-05,64
minskaja,2020-01-13,64
minskaja,2020-03-27,64
mogilevskaja,2018-01-23,64
mogilevskaja,2018-05-10,64
mogilevskaja,2019-11-19,64
mogilevskaja,2020-05-11,64
gomelskaja,2020-05-07,63
minsk,2017-07-06,63
minsk,2017-10-10,63
minsk,2017-10-24,63
minsk,2018-01-30,63
minsk,2018-02-26,63
minsk,2018-04-26,63
minsk,2018-05-07,63
minsk,2018-05-15,63
minsk,2018-05-16,63
minsk,2018-08-02,63
minsk,2018-11-16,63
minsk,2019-01-23,63
minsk,2019-02-11,63
minsk,2019-10-11,63
minsk,2020-03-19,63
minsk,2020-04-24,63
minskaja,2017-05-10,63
minskaja,2017-12-04,63
minskaja,2019-09-27,63
minskaja,2019-10-11,63
minskaja,2020-02-04,63
mogilevskaja,2018-04-09,63
mogilevskaja,2018-06-29,63
mogilevskaja,2019-01-30,63
mogilevskaja,2019-03-15,63
mogilevskaja,2019-07-08,63
mogilevskaja,2019-09-06,63
minsk,2017-05-03,62
minsk,2017-07-20,62
minsk,2018-01-24,62
minsk,2018-03-20,62
minsk,2018-05-02,62
minsk,2018-05-10,62
minsk,2018-07-26,62
minsk,2018-12-07,62
minsk,2019-03-28,62
minsk,2019-04-23,62
minsk,2020-02-14,62
minsk,2020-02-28,62
minsk,2020-03-25,62
minskaja,2017-09-25,62
minskaja,2017-12-12,62
mogilevskaja,2018-02-15,62
mogilevskaja,2018-04-27,62
mogilevskaja,2019-01-21,62
mogilevskaja,2019-02-07,62
mogilevskaja,2019-02-14,62
mogilevskaja,2019-09-16,62
mogilevskaja,2020-03-12,62
gomelskaja,2020-05-15,61
minsk,2017-05-25,61
minsk,2018-01-26,61
minsk,2018-05-29,61
minsk,2018-06-08,61
minsk,2018-09-14,61
minsk,2018-10-12,61
minsk,2018-11-09,61
minsk,2019-06-07,61
minsk,2019-12-24,61
minsk,2020-02-18,61
minskaja,2017-09-27,61
minskaja,2017-11-21,61
minskaja,2019-02-13,61
minskaja,2019-12-17,61
mogilevskaja,2018-04-13,61
mogilevskaja,2018-05-02,61
mogilevskaja,2020-05-06,61
gomelskaja,2020-05-12,60
minsk,2018-02-27,60
minsk,2018-03-02,60
minsk,2018-03-21,60
minsk,2018-08-29,60
minsk,2018-09-05,60
minsk,2018-11-08,60
minsk,2019-04-12,60
minsk,2019-05-30,60
minsk,2019-09-12,60
minsk,2019-10-16,60
minsk,2019-11-13,60
minsk,2020-01-30,60
minsk,2020-06-11,60
minskaja,2017-10-10,60
minskaja,2019-01-29,60
minskaja,2020-03-17,60
mogilevskaja,2019-05-22,60
mogilevskaja,2019-09-19,60
mogilevskaja,2020-03-05,60
mogilevskaja,2020-03-11,60
mogilevskaja,2020-04-02,60
minsk,2017-01-19,59
minsk,2017-05-23,59
minsk,2017-09-27,59
minsk,2017-10-18,59
minsk,2018-01-20,59
minsk,2018-06-14,59
minsk,2018-09-07,59
minsk,2018-11-20,59
minsk,2019-05-29,59
minsk,2019-08-13,59
minsk,2020-05-06,59
minskaja,2019-01-02,59
minskaja,2020-01-09,59
mogilevskaja,2018-06-06,59
mogilevskaja,2018-11-26,59
mogilevskaja,2019-10-10,59
mogilevskaja,2019-11-27,59
minsk,2017-07-25,58
minsk,2017-08-01,58
minsk,2017-10-03,58
minsk,2018-01-12,58
minsk,2018-03-03,58
minsk,2018-06-29,58
minsk,2018-07-25,58
minsk,2018-11-02,58
minsk,2019-02-14,58
minsk,2019-03-01,58
minsk,2019-04-17,58
minsk,2019-04-26,58
minsk,2019-05-31,58
minsk,2019-11-12,58
minsk,2020-01-17,58
minsk,2020-02-06,58
minsk,2020-03-18,58
minsk,2020-03-24,58
minsk,2020-04-17,58
minsk,2020-04-23,58
minskaja,2017-10-03,58
minskaja,2017-12-14,58
minskaja,2019-01-03,58
mogilevskaja,2018-10-22,58
mogilevskaja,2018-12-05,58
mogilevskaja,2019-01-14,58
mogilevskaja,2019-01-31,58
mogilevskaja,2019-03-27,58
mogilevskaja,2020-03-06,58
mogilevskaja,2020-05-07,58
mogilevskaja,2020-05-27,58
gomelskaja,2020-05-18,57
minsk,2017-08-29,57
minsk,2017-09-28,57
minsk,2018-01-05,57
minsk,2018-06-27,57
minsk,2018-07-05,57
minsk,2018-08-16,57
minsk,2018-09-26,57
minsk,2018-10-26,57
minsk,2018-12-19,57
minsk,2019-01-14,57
minsk,2019-04-03,57
minsk,2019-05-16,57
minsk,2019-07-17,57
minsk,2019-10-22,57
minsk,2019-11-01,57
minsk,2020-03-27,57
minsk,2020-06-09,57
minskaja,2017-05-11,57
minskaja,2017-05-17,57
minskaja,2018-07-10,57
mogilevskaja,2018-10-31,57
mogilevskaja,2019-04-09,57
mogilevskaja,2019-07-15,57
mogilevskaja,2019-12-16,57
mogilevskaja,2020-02-28,57
mogilevskaja,2020-03-02,57
mogilevskaja,2020-05-25,57
minsk,2017-09-07,56
minsk,2018-04-25,56
minsk,2018-10-11,56
minsk,2018-10-19,56
minsk,2018-11-13,56
minsk,2019-06-27,56
minsk,2019-07-16,56
minsk,2019-08-21,56
minsk,2019-10-18,56
minsk,2020-01-13,56
minsk,2020-05-08,56
minsk,2020-06-02,56
minskaja,2017-07-31,56
minskaja,2017-11-20,56
minskaja,2018-09-06,56
minskaja,2018-10-29,56
minskaja,2018-12-14,56
minskaja,2019-02-01,56
minskaja,2019-03-15,56
minskaja,2020-03-02,56
mogilevskaja,2018-04-26,56
mogilevskaja,2018-04-28,56
mogilevskaja,2018-06-08,56
mogilevskaja,2018-07-17,56
mogilevskaja,2019-06-21,56
mogilevskaja,2019-07-29,56
mogilevskaja,2019-10-28,56
mogilevskaja,2019-12-02,56
mogilevskaja,2019-12-06,56
mogilevskaja,2020-03-04,56
mogilevskaja,2020-04-15,56
mogilevskaja,2020-05-28,56
minsk,2017-01-11,55
minsk,2017-06-21,55
minsk,2018-01-17,55
minsk,2018-07-11,55
minsk,2018-12-06,55
minsk,2019-08-01,55
minsk,2019-09-19,55
minsk,2019-11-28,55
minsk,2020-04-15,55
minskaja,2017-12-18,55
minskaja,2019-02-11,55
minskaja,2020-02-28,55
mogilevskaja,2018-01-29,55
mogilevskaja,2018-09-13,55
mogilevskaja,2018-11-16,55
mogilevskaja,2019-01-18,55
mogilevskaja,2019-06-19,55
mogilevskaja,2019-09-25,55
minsk,2017-06-06,54
minsk,2017-09-26,54
minsk,2018-01-31,54
minsk,2018-07-19,54
minsk,2018-07-30,54
minsk,2018-08-31,54
minsk,2019-08-07,54
minsk,2019-08-29,54
minsk,2019-09-05,54
minsk,2019-12-03,54
minsk,2020-01-21,54
minsk,2020-01-24,54
minskaja,2017-05-03,54
minskaja,2017-05-16,54
minskaja,2017-05-23,54
minskaja,2017-07-11,54
minskaja,2017-10-31,54
minskaja,2017-12-06,54
minskaja,2018-07-11,54
minskaja,2018-12-21,54
minskaja,2019-02-26,54
minskaja,2019-05-28,54
minskaja,2019-07-22,54
minskaja,2020-03-31,54
minskaja,2020-04-01,54
mogilevskaja,2018-05-17,54
mogilevskaja,2018-07-30,54
mogilevskaja,2018-12-21,54
mogilevskaja,2018-12-26,54
mogilevskaja,2019-06-17,54
mogilevskaja,2019-12-04,54
mogilevskaja,2020-03-19,54
mogilevskaja,2020-04-01,54
gomelskaja,2020-02-03,53
minsk,2018-06-12,53
minsk,2018-08-22,53
minsk,2018-08-23,53
minsk,2018-10-10,53
minsk,2019-02-08,53
minsk,2019-03-13,53
